3.0 35.095536494941854
4.6875 41.989376626414035
6.75 38.862414203751754
9.1875 42.8149332353783
12.0 27.869356812008537
15.1875 40.90318016042991
18.75 35.225143587305226
22.6875 40.2855672797496
27.0 30.428316600694394
31.6875 39.31411328357
36.75 32.661610849261855
42.1875 37.556932447413935
48.0 23.52181133492872
54.1875 38.220688331426885
60.75 30.30144442185247
67.6875 35.7931848447804
75.0 27.503675217337065
82.6875 34.26004394537202
90.75 30.28248032967485
99.1875 34.80402996973707
108.0 23.410338740869793
117.1875 33.816995170067365
126.75 28.575495002257274
136.6875 31.938845714722646
147.0 26.579028306224597
157.6875 31.257291229640458
168.75 29.40371998523363
180.1875 31.20791496656832
192.0 22.27977322138876
